id-produit|code-ean|denomination-concise|denomination-subjective|description-concise|description-complète|url-article|url-photo1|url-photo2|url-photo3|url-photo4|url-photo5|marque|genre|classification|id-reference|disponibilite|statut-de-disponibilite|prix-ttc|ecotaxe|retractation|quantite|delai-de-reappro|delai-de-livraison|unite-delai-de-livraison|delai-d-expedition|unite-delai-d-expedition|frais-de-port|description-livraison|prix-public-generalement-constate|mots-clefs|date-heure-de-debut-promotion|date-heure-de-fin-promotion|prix-ttc-avant-promotion|promotion|pourcentage-de-la-remise|prix-remise|type-de-promotion|garantie|message-promotionnel|couleur|taille|matiere
8553143749|||||"Non accusamus amet qui reprehenderit autem ullam esse eum nam. Aut molestias delectus eveniet occaecati. Eum occaecati enim iure dolores possimus. Non corporis quae inventore numquam. At est corrupti deleniti in. Quaerat nihil omnis assumenda rem provident deleniti."||https://cdn.shopify.com/s/files/1/2199/5191/products/dog-costume.jpg?v=1500461218|Automotive||||||221.00|1||30|||||||||data-generator|||||||||||"Concrete green - 0yk-lcd"|
8553143749|||||"Non accusamus amet qui reprehenderit autem ullam esse eum nam. Aut molestias delectus eveniet occaecati. Eum occaecati enim iure dolores possimus. Non corporis quae inventore numquam. At est corrupti deleniti in. Quaerat nihil omnis assumenda rem provident deleniti."||https://cdn.shopify.com/s/files/1/2199/5191/products/dog-costume.jpg?v=1500461218|Automotive||||||99.00|1||10|||||||||data-generator|||||||||||"Metal yellow - jgd-eyf"|
8553161093|||||"Praesentium molestiae inventore cumque repellat quia sed qui inventore omnis. Eligendi blanditiis numquam dolor ipsum. Ex voluptatem eum. Voluptate beatae aut nihil nobis omnis."||https://cdn.shopify.com/s/files/1/2199/5191/products/vertigo-fire-escape.jpg?v=1500461276|Games||||||0.00|1||1|||||||||data-generator|||||||||||"Default Title"|
8553151045|||||"Id vel molestias rerum quibusdam ut qui commodi. Nihil ipsum maxime id. Alias magni dolor ex. Soluta quod qui."||https://cdn.shopify.com/s/files/1/2199/5191/products/patterned-iphone-7-case.jpg?v=1500461241|Industrial||||||156.00|1||27|||||||||data-generator|||||||||||"Rubber ivory - 42n-lqo"|
8553151045|||||"Id vel molestias rerum quibusdam ut qui commodi. Nihil ipsum maxime id. Alias magni dolor ex. Soluta quod qui."||https://cdn.shopify.com/s/files/1/2199/5191/products/patterned-iphone-7-case.jpg?v=1500461241|Industrial||||||273.00|1||0|||||||||data-generator|||||||||||"Wooden mint green - 0je-u4j"|
8553151045|||||"Id vel molestias rerum quibusdam ut qui commodi. Nihil ipsum maxime id. Alias magni dolor ex. Soluta quod qui."||https://cdn.shopify.com/s/files/1/2199/5191/products/patterned-iphone-7-case.jpg?v=1500461241|Industrial||||||248.00|1||12|||||||||data-generator|||||||||||"Steel indigo - 0hn-o8b"|
8553166853|||||"Ut iusto consequatur debitis ad voluptate facere velit. Voluptatem dignissimos ipsam odio in adipisci. Quibusdam est consequatur ab. Cumque tempora illo similique recusandae quo tempora et iusto."||https://cdn.shopify.com/s/files/1/2199/5191/products/back-of-bomb-pin.jpg?v=1500461293|Health||||||136.00|1||32|||||||||data-generator|||||||||||"Steel orange - 3bn-g3x"|
8553166853|||||"Ut iusto consequatur debitis ad voluptate facere velit. Voluptatem dignissimos ipsam odio in adipisci. Quibusdam est consequatur ab. Cumque tempora illo similique recusandae quo tempora et iusto."||https://cdn.shopify.com/s/files/1/2199/5191/products/back-of-bomb-pin.jpg?v=1500461293|Health||||||140.00|1||4|||||||||data-generator|||||||||||"Steel lime - r0b-b42"|
8553166853|||||"Ut iusto consequatur debitis ad voluptate facere velit. Voluptatem dignissimos ipsam odio in adipisci. Quibusdam est consequatur ab. Cumque tempora illo similique recusandae quo tempora et iusto."||https://cdn.shopify.com/s/files/1/2199/5191/products/back-of-bomb-pin.jpg?v=1500461293|Health||||||24.00|1||44|||||||||data-generator|||||||||||"Plastic salmon - dfw-izh"|
8553140485|||||"Eum molestiae id voluptas aut. Ducimus voluptatem sunt omnis aliquam reprehenderit. Laudantium dignissimos veritatis in quo incidunt pariatur pariatur."||https://cdn.shopify.com/s/files/1/2199/5191/products/barcelona-city-view.jpg?v=1500461208|Baby||||||247.00|1||9|||||||||data-generator|||||||||||"Concrete turquoise - 1c7-dlf"|
